sa1_main16, non_sc_quals_adv_dip_dip_p, non_sc_qua_gra_dip_gra_cer_p, sa1_7dig16, non_sc_quals_postgrad_deg_p, non_sc_quals_bachelor_deg_p, p_aged_15_yr_over_p
"20904121918",27,4,"2121918",20,57,470
"20903121532",29,18,"2121532",7,73,401
"20904121611",26,8,"2121611",24,74,320
"20904121614",25,3,"2121614",0,16,398
"20904121708",18,0,"2121708",18,34,192
"20904121902",30,3,"2121902",9,21,351
"20904121904",17,3,"2121904",10,37,310
"20904121919",38,6,"2121919",18,37,449
"20904121921",22,0,"2121921",3,24,312
"20904121925",22,3,"2121925",10,37,307
"20904121906",26,3,"2121906",4,21,348
"20904121908",21,4,"2121908",15,28,254
"20904121910",19,0,"2121910",0,19,278
"20904121913",10,0,"2121913",7,30,266
"20904121930",258,46,"2121930",133,395,2310
"20904121931",0,0,"2121931",0,0,5
"20904121942",16,0,"2121942",3,23,285
"20904121944",46,5,"2121944",15,54,411
"20904121951",20,3,"2121951",4,33,329
"21003143827",49,11,"2143827",51,103,536
"20904122005",32,3,"2122005",19,55,361
"20904122009",20,5,"2122009",8,38,291
"20904122118",41,10,"2122118",18,52,384
"20904122020",19,3,"2122020",3,32,260
"20904122021",30,0,"2122021",15,63,372
"20904122301",23,3,"2122301",7,20,287
"20904122031",21,0,"2122031",8,34,193
"20904122032",27,3,"2122032",12,32,305
"20904122035",36,6,"2122035",14,37,381
"20904122036",18,7,"2122036",4,49,256
"20904122101",29,5,"2122101",14,58,327
"20904122103",31,6,"2122103",13,45,335
"21003143828",41,9,"2143828",25,62,480
"20904122104",47,5,"2122104",15,68,433
"20904122105",47,5,"2122105",12,62,399
"20904122106",37,4,"2122106",14,47,408
"20904122107",36,10,"2122107",18,56,432
"20904122109",24,0,"2122109",11,33,271
"20904122519",31,3,"2122519",5,28,379
"20904122117",33,3,"2122117",14,54,360
"20904122113",50,10,"2122113",8,59,429
"20904122119",23,3,"2122119",6,37,264
"20904122120",28,6,"2122120",13,42,331
"20904122303",9,0,"2122303",16,21,265
"20904122304",42,3,"2122304",22,60,527
"20904122310",20,0,"2122310",3,22,256
"20904143221",23,5,"2143221",3,20,214
"20904122125",47,7,"2122125",10,83,536
"20904122316",15,0,"2122316",0,17,218
"20904122317",9,0,"2122317",5,27,246
"20904122318",17,3,"2122318",9,25,353
"20904122329",21,0,"2122329",10,24,347
"20904122335",0,0,"2122335",0,0,0
"21003143830",19,11,"2143830",18,40,337
"20904122338",15,0,"2122338",10,24,312
"20904122351",19,0,"2122351",7,25,237
"20904122354",32,3,"2122354",17,53,362
"20904122404",27,8,"2122404",4,24,466
"20904122405",33,3,"2122405",3,20,383
"20904122413",32,10,"2122413",3,29,336
"20904122417",26,11,"2122417",5,42,444
"20904122430",30,5,"2122430",7,29,215
"20904122505",13,3,"2122505",4,19,232
"20904143001",73,14,"2143001",18,87,588
"20904122506",24,0,"2122506",3,15,263
"20904143024",49,12,"2143024",29,60,405
"20904143025",31,3,"2143025",4,33,247
"20904143224",0,0,"2143224",0,0,0
"20904122512",31,3,"2122512",19,36,299
"20904143033",28,3,"2143033",8,33,218
"20904143014",25,10,"2143014",4,27,198
"20904143215",0,0,"2143215",0,0,5
"20904143027",44,11,"2143027",11,32,379
"20904143031",41,14,"2143031",9,43,345
"20904143035",14,4,"2143035",3,25,153
"20904143107",7,0,"2143107",3,8,462
"20904143109",27,4,"2143109",9,36,377
"20904143112",22,0,"2143112",10,42,257
"20904143204",24,7,"2143204",10,17,195
"20904143217",7,0,"2143217",3,9,372
"20904143113",32,0,"2143113",5,21,325
"20904143115",32,4,"2143115",11,39,411
"20904143116",22,11,"2143116",8,23,273
"20904143122",32,11,"2143122",3,22,324
"20904143125",22,0,"2143125",9,17,295
"20904143203",15,0,"2143203",7,24,209
"20904143210",36,0,"2143210",10,35,371
"20904143304",46,6,"2143304",24,59,365
"20904143307",58,15,"2143307",67,106,519
"20904143309",37,5,"2143309",8,34,306
"20904143315",90,9,"2143315",56,121,743
"20904143318",35,0,"2143318",19,22,158
"20904143408",41,0,"2143408",8,33,337
"20904143611",34,0,"2143611",10,61,406
"20904143412",61,9,"2143412",18,70,435
"20904143417",77,21,"2143417",40,111,701
"20904143420",54,18,"2143420",21,50,391
"20904143422",30,7,"2143422",25,68,333
"20904143504",22,7,"2143504",14,38,255
"20904143507",56,5,"2143507",16,76,481
"20904143614",72,7,"2143614",18,61,509
"20904143430",15,3,"2143430",3,16,166
"20904143511",47,8,"2143511",27,67,552
"20904143516",40,12,"2143516",7,51,393
"20904143604",21,12,"2143604",11,25,233
"20904143618",10,3,"2143618",3,8,236
"20904143621",28,0,"2143621",5,22,302
"20904143622",21,3,"2143622",8,41,243
"20904143626",22,3,"2143626",18,34,383
"20904143628",11,3,"2143628",10,31,179
"21003123946",40,17,"2123946",33,90,444
"20904143701",92,24,"2143701",73,168,811
"21001122816",23,3,"2122816",8,22,151
"20904143705",129,18,"2143705",76,195,1137
"20904143708",67,8,"2143708",42,63,474
"21001122603",45,9,"2122603",21,83,517
"21001122606",59,7,"2122606",31,79,577
"21001122608",41,11,"2122608",7,65,444
"21001122612",45,10,"2122612",8,48,359
"21001122813",29,6,"2122813",14,42,288
"21001122814",17,8,"2122814",4,49,275
"21001122815",15,5,"2122815",7,33,225
"21104127031",14,6,"2127031",26,39,196
"21001122817",48,15,"2122817",19,70,414
"21001122822",33,9,"2122822",9,63,335
"21001122824",0,0,"2122824",0,9,52
"21002123513",38,10,"2123513",3,25,406
"21001122825",0,0,"2122825",0,0,5
"21001122902",35,7,"2122902",19,42,435
"21001122905",14,3,"2122905",12,52,267
"21001122913",34,7,"2122913",16,34,259
"21001122909",33,3,"2122909",16,57,382
"21001122914",19,7,"2122914",7,74,441
"21003123611",24,6,"2123611",30,45,252
"21001122916",31,3,"2122916",13,56,308
"21001122938",24,3,"2122938",25,86,499
"21001122940",35,0,"2122940",11,52,413
"21001122946",32,14,"2122946",20,48,339
"21001122949",27,7,"2122949",9,43,313
"21001122950",26,9,"2122950",5,44,346
"21001123004",38,12,"2123004",20,58,327
"21005125013",21,3,"2125013",4,21,260
"21001122963",19,3,"2122963",12,42,250
"21001123010",25,10,"2123010",28,81,376
"21001123103",21,4,"2123103",5,51,258
"21001123105",24,8,"2123105",12,63,317
"21001123106",31,11,"2123106",13,89,351
"21001123111",36,12,"2123111",18,75,394
"21001123115",45,10,"2123115",18,79,315
"21001123119",25,22,"2123119",20,62,268
"21005124323",16,5,"2124323",10,28,381
"21001123120",27,11,"2123120",14,76,377
"21001123122",51,16,"2123122",16,86,445
"21002123205",36,8,"2123205",21,42,338
"21004124138",13,6,"2124138",7,18,223
"21002123213",22,10,"2123213",15,46,319
"21002123223",52,17,"2123223",7,70,389
"21002123208",10,3,"2123208",3,20,133
"21002123215",84,20,"2123215",30,136,663
"21002123218",129,37,"2123218",23,172,986
"21002123220",43,10,"2123220",11,58,384
"21003123603",38,14,"2123603",34,80,380
"21002123225",0,0,"2123225",0,0,0
"21002123227",35,9,"2123227",5,44,263
"21002123301",31,4,"2123301",25,40,221
"21002123303",25,14,"2123303",15,44,217
"21003123703",25,0,"2123703",45,63,416
"21003123720",29,3,"2123720",26,42,359
"21002123305",21,13,"2123305",16,30,209
"21002123310",30,20,"2123310",17,62,334
"21003123717",28,10,"2123717",33,50,383
"21003123731",21,0,"2123731",21,38,258
"21002123501",33,8,"2123501",9,62,376
"21002123507",59,14,"2123507",14,43,461
"21002123520",28,12,"2123520",16,48,255
"21002123521",36,9,"2123521",0,23,271
"21003123944",31,8,"2123944",10,48,267
"21003123618",70,38,"2123618",97,236,845
"21003123708",27,12,"2123708",28,56,400
"21003123918",52,11,"2123918",50,137,536
"21003123924",53,12,"2123924",34,113,473
"21003123933",43,18,"2123933",31,91,434
"21003123934",56,8,"2123934",45,90,472
"21003123939",31,3,"2123939",10,39,283
"21003123940",23,20,"2123940",43,80,405
"21003123941",42,7,"2123941",15,62,391
"21003123942",26,11,"2123942",24,34,264
"21003143821",38,10,"2143821",43,101,449
"21003143824",43,5,"2143824",13,43,425
"21003143833",16,10,"2143833",16,34,259
"21003143834",34,9,"2143834",25,47,331
"21003143840",25,8,"2143840",18,34,328
"21003143846",26,0,"2143846",21,54,289
"21003143901",41,7,"2143901",8,62,367
"21003144011",11,3,"2144011",9,33,245
"21003144002",23,6,"2144002",3,32,255
"21003144016",18,3,"2144016",3,20,247
"21004124003",49,12,"2124003",6,40,514
"21004124110",33,11,"2124110",3,20,282
"21004124152",36,15,"2124152",6,31,306
"21004124011",22,4,"2124011",3,17,264
"21004124018",38,12,"2124018",6,46,398
"21004124019",32,9,"2124019",3,29,337
"21004124020",33,4,"2124020",8,42,330
"21004124026",47,3,"2124026",5,23,410
"21005124315",16,0,"2124315",8,28,234
"21004124027",28,9,"2124027",4,20,288
"21004124102",37,4,"2124102",4,29,382
"21004124109",42,9,"2124109",6,28,388
"21004124104",40,11,"2124104",11,42,366
"21004124115",36,4,"2124115",3,30,391
"21004124116",26,10,"2124116",4,36,319
"21004124124",47,3,"2124124",9,39,378
"21004124130",44,11,"2124130",5,41,363
"21004124153",50,14,"2124153",10,44,402
"21004124159",29,13,"2124159",8,22,228
"21005124203",37,4,"2124203",3,43,463
"21005124201",41,6,"2124201",16,53,603
"21005124202",25,0,"2124202",9,29,360
"21005124206",33,0,"2124206",10,25,446
"21005124213",29,3,"2124213",22,62,476
"21005124214",31,5,"2124214",13,32,311
"21101144602",37,3,"2144602",12,46,320
"21005124216",8,0,"2124216",0,3,320
"21005124222",32,5,"2124222",9,30,372
"21005124226",0,0,"2124226",0,0,4
"21005124303",0,0,"2124303",0,0,27
"21101125818",23,4,"2125818",9,33,198
"21005124307",9,3,"2124307",3,4,191
"21005124311",17,0,"2124311",6,16,251
"21005124325",20,0,"2124325",3,10,265
"21005124328",22,0,"2124328",3,15,328
"21005124331",22,0,"2124331",3,16,211
"21005124343",25,0,"2124343",3,17,336
"21005124344",17,5,"2124344",0,5,219
"21005124504",16,6,"2124504",3,23,239
"21005124505",27,0,"2124505",3,24,318
"21005124506",24,5,"2124506",8,26,310
"21005124507",27,4,"2124507",7,19,279
"21005124510",34,3,"2124510",6,29,297
"21005124727",35,3,"2124727",0,25,348
"21005124517",22,7,"2124517",7,35,254
"21101126023",38,8,"2126023",19,68,396
"21101126024",14,3,"2126024",0,6,197
"21005124533",31,3,"2124533",8,36,244
"21005124535",0,0,"2124535",0,0,3
"21005124542",38,10,"2124542",8,46,426
"21005124537",0,0,"2124537",0,0,0
"21005124604",26,0,"2124604",13,45,283
"21005124606",32,0,"2124606",3,67,388
"21005124608",20,4,"2124608",7,41,233
"21005124611",31,7,"2124611",11,37,358
"21005124614",35,9,"2124614",15,53,404
"21005124615",45,8,"2124615",13,57,464
"21005124627",34,0,"2124627",10,44,312
"21005124621",19,0,"2124621",3,28,255
"21005124728",24,0,"2124728",5,33,339
"21005124622",18,3,"2124622",3,21,195
"21005124631",35,3,"2124631",15,44,320
"21005124707",14,0,"2124707",3,32,265
"21005124712",29,3,"2124712",0,27,308
"21103145015",41,21,"2145015",16,63,447
"21005124730",11,0,"2124730",3,13,176
"21005124940",29,4,"2124940",11,25,314
"21005124904",30,3,"2124904",16,32,405
"21005124916",33,6,"2124916",8,28,340
"21005124918",56,12,"2124918",36,92,663
"21005124928",20,3,"2124928",4,40,401
"21005124920",25,7,"2124920",16,52,413
"21005124922",16,8,"2124922",10,28,298
"21005124923",36,6,"2124923",14,39,359
"21005124925",16,3,"2124925",13,20,416
"21005124932",22,3,"2124932",7,47,367
"21103126730",28,8,"2126730",20,47,257
"21005124945",19,4,"2124945",8,31,321
"21005125002",20,6,"2125002",3,19,309
"21005125008",0,0,"2125008",0,0,20
"21005125017",22,3,"2125017",5,26,269
"21005125019",0,0,"2125019",0,0,0
"21005144102",31,4,"2144102",13,23,267
"21005144104",25,9,"2144104",14,39,411
"21005144108",22,4,"2144108",0,20,267
"21005144113",25,3,"2144113",10,17,297
"21005144114",27,3,"2144114",11,19,324
"21005144116",24,0,"2144116",12,20,267
"21005144120",16,3,"2144120",5,11,201
"21005144319",31,4,"2144319",14,36,337
"21005144202",0,0,"2144202",0,0,0
"21005144206",45,3,"2144206",27,46,392
"21005144211",35,5,"2144211",21,44,284
"21005144215",26,6,"2144215",16,25,230
"21005144217",17,8,"2144217",10,16,237
"21005144219",49,7,"2144219",22,69,399
"21005144222",19,4,"2144222",7,23,167
"21005144226",49,13,"2144226",45,77,507
"21005144227",36,0,"2144227",19,27,252
"21005144312",29,3,"2144312",12,37,321
"21005144318",29,3,"2144318",14,46,428
"21005144320",12,3,"2144320",11,25,293
"21005144408",26,4,"2144408",10,45,282
"21005144326",28,3,"2144326",12,36,418
"21005144401",84,9,"2144401",54,121,692
"21005144403",31,12,"2144403",35,57,340
"21005144404",27,0,"2144404",6,32,266
"21005144406",30,0,"2144406",15,51,299
"21005144411",49,0,"2144411",31,64,450
"21005144424",14,0,"2144424",3,0,222
"21005144416",64,12,"2144416",40,72,426
"21005144504",82,23,"2144504",23,100,729
"21101125103",20,0,"2125103",9,36,305
"21101125104",30,4,"2125104",11,27,331
"21101125107",49,12,"2125107",25,57,495
"21101125109",59,6,"2125109",28,86,520
"21101125116",38,7,"2125116",4,39,346
"21101125128",26,6,"2125128",16,46,312
"21101125120",92,13,"2125120",30,101,635
"21101125409",44,10,"2125409",27,70,374
"21101144729",29,8,"2144729",3,55,302
"21101125121",21,9,"2125121",20,51,291
"21101144730",20,7,"2144730",6,36,280
"21101125403",51,14,"2125403",29,86,531
"21101125410",37,4,"2125410",19,71,325
"21101125417",32,5,"2125417",9,47,313
"21101125418",0,0,"2125418",0,0,5
"21101125423",25,4,"2125423",12,41,274
"21101125426",0,0,"2125426",0,0,0
"21101125428",23,6,"2125428",10,43,277
"21101125515",27,7,"2125515",10,59,253
"21101125510",37,7,"2125510",13,51,315
"21101125514",38,9,"2125514",7,44,275
"21101125516",23,8,"2125516",5,26,213
"21101125618",26,3,"2125618",12,52,300
"21101125607",0,0,"2125607",0,0,0
"21101125611",25,6,"2125611",23,48,278
"21101125615",22,3,"2125615",11,25,163
"21101125623",23,4,"2125623",9,19,254
"21101125625",26,6,"2125625",17,71,337
"21101125632",55,6,"2125632",13,58,371
"21101125637",31,7,"2125637",11,43,243
"21101125639",16,3,"2125639",10,38,195
"21101125701",0,0,"2125701",0,0,0
"21101125704",58,16,"2125704",23,71,467
"21101125705",42,10,"2125705",30,66,350
"21101125713",20,0,"2125713",12,29,198
"21101125716",43,5,"2125716",20,65,314
"21101125718",49,11,"2125718",33,55,367
"21101125803",35,4,"2125803",10,75,364
"21101125806",42,0,"2125806",14,57,362
"21101125807",46,3,"2125807",21,86,467
"21101125808",0,0,"2125808",0,0,0
"21101125816",44,4,"2125816",21,69,400
"21101125817",33,3,"2125817",17,52,329
"21101125820",27,4,"2125820",20,32,193
"21101125822",35,7,"2125822",15,79,382
"21101125823",37,3,"2125823",17,55,343
"21101125906",36,11,"2125906",24,91,368
"21101125908",32,7,"2125908",17,64,350
"21104127018",22,10,"2127018",20,77,297
"21101125918",18,10,"2125918",14,48,269
"21101125919",31,6,"2125919",15,52,267
"21101125920",34,9,"2125920",22,50,320
"21101125924",31,3,"2125924",6,24,322
"21101125925",45,15,"2125925",16,82,542
"21101125926",25,6,"2125926",15,49,272
"21101125928",11,0,"2125928",4,13,307
"21101125929",47,22,"2125929",50,115,505
"21101125937",23,10,"2125937",12,35,223
"21101144608",51,10,"2144608",4,62,522
"21101125938",15,7,"2125938",13,34,177
"21101126003",0,0,"2126003",0,0,3
"21101126004",31,3,"2126004",22,58,312
"21101126005",37,9,"2126005",11,55,371
"21101126009",42,3,"2126009",21,61,314
"21101126020",24,5,"2126020",9,56,225
"21101126025",16,6,"2126025",15,51,236
"21101126026",31,9,"2126026",19,82,392
"21101144727",33,4,"2144727",18,40,295
"21101126027",30,14,"2126027",22,62,325
"21101126030",23,5,"2126030",14,52,265
"21101126033",49,7,"2126033",39,93,456
"21101126035",40,9,"2126035",24,67,346
"21101126036",30,9,"2126036",15,65,298
"21101126038",46,16,"2126038",21,68,415
"21101126040",29,12,"2126040",15,54,270
"21101144606",47,8,"2144606",14,59,444
"21101144627",24,10,"2144627",4,39,250
"21101144629",27,3,"2144629",14,31,259
"21101144632",37,4,"2144632",16,29,361
"21101144633",43,4,"2144633",18,54,335
"21101144643",19,5,"2144643",9,24,212
"21101144648",21,4,"2144648",4,26,182
"21101144649",27,5,"2144649",9,29,319
"21101144652",19,7,"2144652",3,25,254
"21101144833",43,5,"2144833",10,35,341
"21101144704",54,8,"2144704",3,38,577
"21101144709",45,7,"2144709",13,48,379
"21101144712",44,21,"2144712",9,67,445
"21101144714",17,4,"2144714",3,26,214
"21101144716",37,14,"2144716",18,49,348
"21103126601",26,6,"2126601",17,40,198
"21101144718",31,9,"2144718",16,34,488
"21101144720",38,6,"2144720",13,44,378
"21101144722",22,3,"2144722",11,24,251
"21101144723",31,10,"2144723",8,34,220
"21101144801",32,14,"2144801",14,38,317
"21101144809",47,9,"2144809",19,77,454
"21101144810",50,3,"2144810",18,54,387
"21101144812",37,14,"2144812",11,51,406
"21101144815",38,5,"2144815",12,54,380
"21101144818",30,0,"2144818",11,45,304
"21101144832",48,3,"2144832",7,46,438
"21101144907",41,8,"2144907",4,35,398
"21102126107",18,6,"2126107",13,52,216
"21102126109",47,15,"2126109",16,58,537
"21103126622",41,6,"2126622",33,57,394
"21102126123",15,0,"2126123",4,41,163
"21102126125",42,20,"2126125",34,101,452
"21102126126",26,8,"2126126",20,89,301
"21102126129",25,15,"2126129",38,94,397
"21102126132",28,17,"2126132",11,65,287
"21102126133",52,22,"2126133",35,98,489
"21103126626",31,7,"2126626",18,42,354
"21102126201",16,11,"2126201",11,45,215
"21102126202",21,9,"2126202",10,33,179
"21102126203",32,3,"2126203",14,48,254
"21102126230",26,9,"2126230",9,51,203
"21102126224",39,6,"2126224",19,61,268
"21103145008",26,6,"2145008",7,30,247
"21102126208",27,11,"2126208",20,70,288
"21102126211",23,7,"2126211",4,59,345
"21102126214",29,12,"2126214",22,53,268
"21102126219",11,3,"2126219",9,21,162
"21103126615",28,4,"2126615",20,51,292
"21102126232",38,10,"2126232",20,55,270
"21103126303",34,7,"2126303",16,52,352
"21103126624",17,11,"2126624",17,47,230
"21103126323",38,6,"2126323",3,35,437
"21103126326",46,15,"2126326",9,67,489
"21103126501",43,9,"2126501",22,58,365
"21103126503",26,6,"2126503",9,38,253
"21103126505",41,4,"2126505",21,59,359
"21103126508",40,6,"2126508",18,72,369
"21103126511",47,7,"2126511",8,66,390
"21103126512",52,17,"2126512",18,60,448
"21103126513",55,25,"2126513",21,105,534
"21103126617",34,10,"2126617",32,72,416
"21103126515",46,13,"2126515",18,74,425
"21103126520",44,11,"2126520",25,76,423
"21103126521",32,7,"2126521",6,35,197
"21103126523",61,11,"2126523",26,81,451
"21103126531",46,18,"2126531",26,57,375
"21103126535",34,10,"2126535",16,58,328
"21103126618",30,25,"2126618",24,62,390
"21103126537",23,13,"2126537",13,43,260
"21103126538",16,0,"2126538",10,25,165
"21103126541",32,17,"2126541",11,46,362
"21103126542",22,6,"2126542",5,25,187
"21103126606",47,16,"2126606",22,82,524
"21103126608",42,12,"2126608",14,50,368
"21103126609",26,6,"2126609",21,34,243
"21103126611",21,3,"2126611",15,49,254
"21103126627",39,11,"2126627",20,45,288
"21103126628",12,0,"2126628",4,19,99
"21103126630",27,11,"2126630",15,53,255
"21103126632",52,7,"2126632",25,102,517
"21103126635",45,12,"2126635",35,105,462
"21103126642",39,8,"2126642",17,64,265
"21103126645",25,20,"2126645",26,52,283
"21103126714",50,12,"2126714",24,75,365
"21103126716",35,7,"2126716",26,48,293
"21103126720",39,9,"2126720",14,73,450
"21103126648",38,3,"2126648",16,75,325
"21103126703",45,20,"2126703",28,75,387
"21103126708",27,12,"2126708",8,34,244
"21103126711",41,12,"2126711",21,94,432
"21103126712",53,12,"2126712",26,84,401
"21103126733",53,13,"2126733",37,98,425
"21103126737",40,19,"2126737",24,74,436
"21103126738",16,8,"2126738",19,36,207
"21103126739",30,12,"2126739",22,53,404
"21103126746",21,13,"2126746",9,43,195
"21103126805",51,13,"2126805",28,81,411
"21103126806",42,17,"2126806",19,71,396
